Scenario or shift ID,Date or simulation time,Priority,Area or workstation,Work-order or task ID,Crop batch or lot ID,Direct observation,Measurement and unit,Evidence quality check,Decision point,Stop continue hold or clarify,Authorized action,Authority boundary,Deviation or critical-risk cue,Traceability event or record reference,Escalation or receiving role,Outcome verification,Incomplete work,Next-shift priority,Handoff detail,Portfolio evidence reference

