Date,Shift,Room or zone,Batch or cultivar ID,Route point or sample location,Tissue or canopy position,Direct sign,Symptom or injury description,Classification,Plants inspected,Plants affected,Incidence percent,Severity category,Spatial pattern,Trap ID and count,Previous-round comparison,Clean-to-dirty or quarantine control,Stop continue or hold decision,Authorized escalation,Photo or sample reference,Owner,Follow-up,Handoff

