Date,Time,Area,Asset identifier,Sensor identifier,Measurement type,Controller command or setpoint,Installed reading,Independent reference reading,Unit,Placement or exposure check,Calibration or maintenance status,Observed physical response,Provisional fault category,Authority boundary cue,Action or escalation,Receiving owner,Post-action verification,Closure status

