Scenario ID,Decision point,Date or simulation time,Direct observation,Contextual fact,Data-quality check,Differential or fault category,Evidence for,Evidence against or uncertainty,Next discriminating check,Result,Authorized action,Authority boundary,Escalation or receiving role,Handoff detail,Outcome verification,Reflection or improvement note,Assessor evidence reference

